Character,Dialogue,EpisodeNo,SEID,Season
GEORGE,I-I just don't react well to these situations. My grandmother died two months early because of the way I reacted in the hospital. She was getting' better. And then I went to pay her a visit. She saw my face. BOOM. That was the end of it.,7,S04E07,4
SUSAN,"Okay, we're goin' in. Come on.",7,S04E07,4
GEORGE,"Susan, wait please... (grabs her) Please ...",7,S04E07,4
SUSAN,Come on George. George stop. George.,7,S04E07,4
GEORGE,"Susan, Susan would you wai,....",7,S04E07,4
JERRY,"(ranting) I can't believe how a little thing like George going too fast - and my whole weekend is gone - the plans, the packing, ... everything.",7,S04E07,4
ELAINE,Your whole weekend? What about the bubble boy?,7,S04E07,4
JERRY,Why do you keep bringing up the bubble boy. You don't have to mention the bubble boy? I know about the bubble boy. I'm aware of the bubble boy. Why do you keep reminding me about the bubble boy?,7,S04E07,4
JERRY,I'll have a cup of coffee and a turkey club.,7,S04E07,4
WAITRESS,How ?bout you?,7,S04E07,4
ELAINE,"Um, I'll just have a glass of water.",7,S04E07,4
JERRY,(whispers) You can't just have water.,7,S04E07,4
ELAINE,Why not? That's all I want.,7,S04E07,4
JERRY,Well this is not like a park bench where you just come in and sit down. It's a business.,7,S04E07,4
WAITRESS,Hold it a second. Don't ?chu play on TV?,7,S04E07,4
JERRY,"Oh, no.",7,S04E07,4
ELAINE,YES! yes. You saw him on TV.,7,S04E07,4
WAITRESS,What's your name?,7,S04E07,4
ELAINE,Jerry Seinfeld.,7,S04E07,4
JERRY,Elaaaiinne...,7,S04E07,4
WAITRESS,Garry Seinfield! I saw you on the Tonight Show.,7,S04E07,4
ELAINE,"Right. Hey, wouldn't you like an autographed picture?",7,S04E07,4
WAITRESS,"Oh, ha ha",7,S04E07,4
JERRY,"Uh, I don't have anymore pictures Elaine.",7,S04E07,4
ELAINE,He's lying. They're in the trunk (takes car keys) Now you get to sign another one.,7,S04E07,4
JERRY,I'm not lying.,7,S04E07,4
ELAINE,"Yeah, yeah he is. (as she leaves)",7,S04E07,4
JERRY,She'll have a cup of coffee and a broiled chicken.,7,S04E07,4
MRS. SANGER,See it's not really a bubble. A lot of people think it's an igloo. But it's really just a plastic divider.,7,S04E07,4
GEORGE,Huh (quietly),7,S04E07,4
GEORGE,and SUSAN (nod),7,S04E07,4
GEORGE,"Can you uh, go in the bubble?",7,S04E07,4
MRS. SANGER,"Well, you have to put so many things on because of the germs.",7,S04E07,4
MEL,"The gloves, the mask, it's a whole production.",7,S04E07,4
GEORGE,So then he makes his own bed?,7,S04E07,4
MRS. SANGER,"Well, that's one of the things we fight about.",7,S04E07,4
MEL,Would you like to meet him?,7,S04E07,4
GEORGE,"Uh, well, you know,...",7,S04E07,4
MRS. SANGER,"Oh, he loves games. Maybe you could play Trivial Pursuit with him.",7,S04E07,4
DONALD,"HEY MA WHAT THE HELL DO I GOT TO DO TO GET SOME FOOD AROUND HERE? I'M STARVIN'. AND IF IT'S PEANUT BUTTER, I'M GONNA SHOVE IT IN YOUR FACE.",7,S04E07,4
MRS. SANGER,"(embarrassed) Ha...ha ha ha ha, ha.",7,S04E07,4
ELAINE,(laughing) hehehe -- One picture left in the trunk.,7,S04E07,4
JERRY,"Uh, THANKS! This is FUN! Yeah, this turned out to be a GREAT weekend.",7,S04E07,4
ELAINE,Where's my water?,7,S04E07,4
JERRY,"Oh, it's comin'. - Here ya' go.",7,S04E07,4
WAITRESS,Thanks.,7,S04E07,4
ELAINE,Waddya' write?,7,S04E07,4
WAITRESS,"""Nothing's finer than being in your diner.""",7,S04E07,4
ELAINE,"Hu hu hu hu hu hu hu hu hu hu hu hu hu hu hu hu hu ""Ther - There is nothing finer than being in your diner.""?",7,S04E07,4
JERRY,No good?,7,S04E07,4
ELAINE,THIS is what you came up with?,7,S04E07,4
JERRY,Well.,7,S04E07,4
ELAINE,"That is so lame. Jerry, people are going to be reading that for the next twenty years and laughing at you.",7,S04E07,4
JERRY,"Yeah, yeah, you're right. Excuse me, excuse me. Would you mind. I'd like to take the picture back.",7,S04E07,4
WAITRESS,Why,7,S04E07,4
JERRY,"I, I'm not happy with what I wrote.",7,S04E07,4
WAITRESS,It's good. I like it.,7,S04E07,4
JERRY,"No, believe me it's not good. I'll mail you a new one with something really funny written on it.",7,S04E07,4
WAITRESS,"Well, when you mail me a new one I'll send you back this one.",7,S04E07,4
JERRY,"No, look, you don't understand. I, I want the picture.",7,S04E07,4
WAITRESS,RIGHT! (leaves),7,S04E07,4
MRS. SANGER,This is Donald.,7,S04E07,4
GEORGE,Hi. (waves to Donald and laughs) hahahaha.,7,S04E07,4
SUSAN,Hello.,7,S04E07,4
DONALD,WHO ARE YOU? Where's Seinfeld?,7,S04E07,4
MRS. SANGER,He's on his way. These are his friends.,7,S04E07,4
DONALD,WHAT ARE YOU LOOKIN' AT? NEVER SEEN A KID IN A BUBBLE BEFORE?,7,S04E07,4
GEORGE,"Tsst...'Course I have. Come on. My cousin's in a bubble. My friend Jeffrey's uh, sister, also ... bubble ... you know. I got a lot of bubble experience. Come on.",7,S04E07,4
DONALD,WHAT'S YOUR STORY?,7,S04E07,4
SUSAN,I-I-I have no story.,7,S04E07,4
GEORGE,She works for NBC.,7,S04E07,4
DONALD,HOW 'BOUT TAKING YOUR TOP OFF?,7,S04E07,4
MRS. SANGER,"Donald, behave yourself.",7,S04E07,4
DONALD,COME ON.,7,S04E07,4
MRS. SANGER,I know. I know. Why don't you play a game of Trivial Pursuit?,7,S04E07,4
GEORGE,"Ah, well, you know we gotta been running because of the ...",7,S04E07,4
DONALD,Ooo. WHAT? ARE YOU AFRAID?,7,S04E07,4
GEORGE,"A-hu no, uh, it's just that ...",7,S04E07,4
DONALD,WELL I'M GOING TO KICK YOUR ASS.,7,S04E07,4
JERRY,"Look, I was nice enough to give you the picture. I don't like what I wrote. I don't want it up there. Now please just give it back to me.",7,S04E07,4
WAITRESS,You are really startin' to get under my skin.,7,S04E07,4
JERRY,I want that picture.,7,S04E07,4
WAITRESS,"Well, you can't have it! In fact maybe you better just pay your check and get out.",7,S04E07,4
JERRY,I'm not paying for anything until I get that back.,7,S04E07,4
WAITRESS,"Well, you ain't getting' it back.",7,S04E07,4
JERRY,"Well, maybe I'll just take it back.",7,S04E07,4
ELAINE,This chicken is really good.,7,S04E07,4
DONALD,"OK, HISTORY ... THIS IS FOR THE GAME. ... HOW YA DOIN' OVER THERE? ... NOT TOO GOOD!",7,S04E07,4
GEORGE,All right Bubble Boy. Let's just play... Who invaded Spain in the 8th century?,7,S04E07,4
DONALD,THAT'S A JOKE. THE MOORS.,7,S04E07,4
GEORGE,"Oh, Noooo, I'm so sorry. It's the MOOPS. The correct answer is, The MOOPS.",7,S04E07,4
DONALD,"MOOPS? LET ME SEE THAT. THAT'S NOT MOOPS YOU JERK, IT'S MOORS. IT'S A MISPRINT.",7,S04E07,4
GEORGE,I'm sorry the card says MOOPS.,7,S04E07,4
DONALD,"IT DOESN'T MATTER. IT'S MOORS. THERE'S NO, MOOPS.",7,S04E07,4
GEORGE,It's MOOPS.,7,S04E07,4
DONALD,MOORS.,7,S04E07,4
GEORGE,"MOOPS,",7,S04E07,4
DONALD,MOORS!,7,S04E07,4
KRAMER,Hey! Anybody home? Oh boy.,7,S04E07,4
NAOMI,What should we do?,7,S04E07,4
KRAMER,"Ah, hold these (boxes of) pies.",7,S04E07,4
KRAMER,Okay.,7,S04E07,4
GEORGE,"Help, someone. (BUBBLE BOY is strangling George)",7,S04E07,4
DONALD,THERE'S NO MOOPS. YOU IDIOT.,7,S04E07,4
SUSAN,Stop it. Let go of him!,7,S04E07,4
Mrs. SANGER,"Donald, stop it! Now, let go of him Donald. Donald!",7,S04E07,4
DONALD,I'M GOING TO KILL HIM.,7,S04E07,4
GEORGE,You're choking me.,7,S04E07,4
Mrs. SANGER,"Donald, ... Donald...",7,S04E07,4
DONALD,MOORS. SAY MOORS!,7,S04E07,4
GEORGE,"MOOPS, MOOPS",7,S04E07,4
Mrs. SANGER,"Donald, No. ... Donald, stop it ..",7,S04E07,4
JERRY,What are you doing? You're choking me. Elaine!,7,S04E07,4
WAITRESS,Are you going to pay for that?,7,S04E07,4
JERRY,"No, I want the picture back.",7,S04E07,4
MAN #1,Something's happened to the Bubble Boy. They're rushing him to the hospital.,7,S04E07,4
WAITRESS,What? (releases Jerry),7,S04E07,4
JERRY,The Bubble Boy? He lives around here?,7,S04E07,4
MAN #1,That's his house right down the road.,7,S04E07,4
MAN #2,He got in a fight with some guy.,7,S04E07,4
Guy1,What kind of person would hurt the Bubble Boy?,7,S04E07,4
MAN #2,Some little bald guy from the city.,7,S04E07,4
MAN #1,"Come on -- Vern, Page, Preston, don't you think we ought to do somethin'?",7,S04E07,4
KRAMER,"Naomi, come on let's get goin'.",7,S04E07,4
NAOMI,But that lake must be freezing.,7,S04E07,4
KRAMER,"Nah, it's good for ya'. Retards the aging process.",7,S04E07,4
NAOMI,Ready to go swimming?,7,S04E07,4
KRAMER,Let's go.... OK. (he snaps the towel at Naomi's backside) GOTCHA.,7,S04E07,4
NAOMI,AHAaaaaaha,7,S04E07,4
KRAMER,HeYAWaaa,7,S04E07,4
GEORGE,JERRY! What happened to you?,7,S04E07,4
JERRY,What happened to you? You were going like a hundred miles an hour.,7,S04E07,4
GEORGE,Oh I was not. The BUBBLE BOY was tried to kill me.,7,S04E07,4
ELAINE,What?,7,S04E07,4
GEORGE,"Yeah, Susan tell him.",7,S04E07,4
SUSAN,It's a long story.,7,S04E07,4
GEORGE,Yeah.,7,S04E07,4
DONALD,HEY SEINFELD!,7,S04E07,4
JERRY,"Hey, Happy Birthday.",7,S04E07,4
ELAINE,Hi.,7,S04E07,4
DONALD,THANKS FOR SHOWING UP. YOU KNOW YOUR FRIEND HERE TRIED TO KILL ME.,7,S04E07,4
GEORGE,"Oh, you lying little snot. And he's a cheater. Aren't ya' you little twerp?",7,S04E07,4
DONALD,MOORS,7,S04E07,4
GEORGE,MOOPS,7,S04E07,4
DONALD,MOORS,7,S04E07,4
GEORGE,MOOPS,7,S04E07,4
DONALD,MOORS,7,S04E07,4
GEORGE,MOOPS,7,S04E07,4
MAN #1,There's the guy who tried to kill the Bubble Boy. Get him!,7,S04E07,4
GEORGE,"Go, go, get out, ...",7,S04E07,4
JERRY,Fire engines?,7,S04E07,4
GEORGE,What? Must be a big one.,7,S04E07,4
ELAINE,Do you smell something?,7,S04E07,4
JERRY,"Yeah,",7,S04E07,4
SUSAN,Smoke.,7,S04E07,4
GEORGE,"Yeah, (cough) Definite smoke.",7,S04E07,4
ELAINE,"Arghhh, look it's a fire! (cough)",7,S04E07,4
JERRY,Holy cow! look at that!,7,S04E07,4
SUSAN,IT'S MY FATHER'S CABIN!,7,S04E07,4
ELAINE,The CABIN is on fire!,7,S04E07,4
GEORGE,(Apprehensively) Um. I just realized. Ya' never gave me back the change from the tolls.,7,S04E07,4
ELAINE,How could this have happened?,7,S04E07,4
KRAMER,"(singing) ... It's a big, wild, funky mountain man ...",7,S04E07,4
NAOMI,"Oh, my god, the cabin?",7,S04E07,4
JERRY,What are you two doin' here?,7,S04E07,4
NAOMI,Look at that.,7,S04E07,4
JERRY,You didn't ... (makes motion like he's lighting a cigar),7,S04E07,4
KRAMER,My Cubans! (runs off to the burning cabin),7,S04E07,4
** Pies - Just in case you did not know what these two kinds of pies are,,7,S04E07,4
Boysenberry,"The edible fruit obtained by crossing the blackberry, raspberry, and loganberry. [ After Rudolph Boysen, 20th century U.S. horticulturist ]",7,S04E07,4
Huckleberry,The edible black or dark blue berry of any of various North American shrubs. 2. A shrub yielding this berry.,7,S04E07,4
[Setting,Jerry's apartment],8,S04E08,4
JERRY,She hasn't told her father yet?,8,S04E08,4
GEORGE,No. We're supposed to tell him tonight.,8,S04E08,4
JERRY,"""We're""? What do you mean, ""We're""?",8,S04E08,4
GEORGE,Susan wants me to be there.,8,S04E08,4
JERRY,You're meetin' the father for the first time?,8,S04E08,4
GEORGE,(Reluctantly) Yeah.,8,S04E08,4
JERRY,"(Chuckles slightly) Well, you'll make quite an impression on him when you tell him how you burned his cabin down.",8,S04E08,4
GEORGE,I didn't burn it down - Kramer did!,8,S04E08,4
JERRY,"(Laughs) I mean, the whole thing is ironic. Think of it Here the guy is nice enough to give you a box of very fine Cuban cigars..",8,S04E08,4
GEORGE,"Yeah, I know what happened.",8,S04E08,4
JERRY,"No, but wait, wait And then you dump them off onto Kramer..",8,S04E08,4
GEORGE,(Getting frustrated) I know.,8,S04E08,4
JERRY,"(Continuing) ..Who, who proceeds to burn the man's cabin down with one of those very same cigars! (Topping off his observation) It's very comical..",8,S04E08,4
GEORGE,"Listen, maybe we shouldn't start writing today. I got a lot on my mind.",8,S04E08,4
JERRY,"(Persisting) No, no, we put this off long enough. Today's the day.",8,S04E08,4
GEORGE,"(Letting his conscious get the best of him) I wonder how Susan's father's going to react to this. Alright, what- what's the worst he could do? So you burn a cabin down..",8,S04E08,4
JERRY,"(Agreeing) C'mon. It's not even a house - it's, like, a cabin.",8,S04E08,4
GEORGE,We could build a cabin like (Snaps) that.,8,S04E08,4
JERRY,"(Blunt) Well, maybe not us, but two men could.",8,S04E08,4
GEORGE,"(Looking over the writing materials they just bought) Bics? What, d'ja get, bics?",8,S04E08,4
JERRY,"What, you got a problem with the pen now?",8,S04E08,4
GEORGE,"Well, I like a rolling writer. They're very smooth.",8,S04E08,4
JERRY,"Alright, let's just get to work. (They both move into the living room - ready to start writing their script. Jerry sits down) NBC Pilot, Seinfeld project. Act I, Scene A.",8,S04E08,4
GEORGE,"(Still standing) So, you're gonna sit there?",8,S04E08,4
JERRY,"(Wanting to get started) Just - just park yourself. (George reluctantly sits on the sofa) Alright. Act I, Scene A.",8,S04E08,4
GEORGE,(Offering) Drink?,8,S04E08,4
JERRY,"No, no thank you.",8,S04E08,4
GEORGE,"(Uncapping his pen) Alright, here we go.",8,S04E08,4
JERRY,"Act I, Scene A..",8,S04E08,4
GEORGE,Weren't you supposed to call Elaine?,8,S04E08,4
JERRY,"(Eagerly reaching for the phone) Yes. (George turns the TV on, and begins watching as Jerry dials the number) Hi, is Elaine there? Oh, uh, Hi, Sandra. Uh, yeah. I can hold. (To George) Every time I call I gotta chit-chat with her assistant for, like, twenty minutes. (Back into the phone) Oh, hi, Sandra. Listen, I'm at a pay phone, and there's lots of people here waiting to use it. (Yelling out for believability) I'll be off in a minute! (To Sandra) Yeah, could you just put me through to Elaine? Okay, thanks! (He turns to George) Are you thinking of ideas? (George, picking his teeth with his finger, is absorbed into the television. He seems to not even notice Jerry) Listen, Elaine, is there any way I could get through to you directly? Every time I call Sandra bends my ear for, like, twenty minutes. (Pause) So we're on for later?",8,S04E08,4
ELAINE,"Yeah, I'll come by after work. Hey, I got a rubber pencil thing happenin' here.. (Sandra passes her doorway) Uh, I gotta go. I gotta go. (Hangs up) Sandra! Sandra? Hi, can you come here for a second?",8,S04E08,4
JERRY,"Okay, let's go. (George shuts the television off, ready to work)",8,S04E08,4
GEORGE,"Alright, here we go. You got it?",8,S04E08,4
JERRY,Yeah.,8,S04E08,4
GEORGE,Here we go.,8,S04E08,4
JERRY,"Okay, how about this I'm in my apartment, you come in.",8,S04E08,4
GEORGE,"(Holding out his arms - giving praise) It's beautiful. Now, what do I say?",8,S04E08,4
ELAINE,"Could you do me a favor? Um, when my friends call, could you not talk to them for too long?",8,S04E08,4
SANDRA,Why? Did Jerry say something?,8,S04E08,4
ELAINE,"No, no.",8,S04E08,4
SANDRA,He must have said something.,8,S04E08,4
ELAINE,"Oh, no, he didn't say anything.",8,S04E08,4
SANDRA,(Near tears) I can't work for you! I can't. I'm leaving. (Exits quickly),8,S04E08,4
ELAINE,"(Calling out to Sandra) No, Sandra. I'm sorry, I'm sorry! I really am! Listen, listen, Jerry's under a lot of pressure right now. It's very hard being a stand-up comedian! Sometimes they don't laugh!",8,S04E08,4
GEORGE,"Alright, let's go.",8,S04E08,4
JERRY,Here we go.,8,S04E08,4
KRAMER,Hey.,8,S04E08,4
GEORGE,"yeah, Kramer, we're, uh, kind of in the middle of something here. We're trying to do a little work..",8,S04E08,4
JERRY,"Yeah, come on. (Kramer gives out a frustrated sigh) What's with you?",8,S04E08,4
KRAMER,(Complaining) No more golf.,8,S04E08,4
JERRY,Why?,8,S04E08,4
KRAMER,"Well, you remember I told you about the pro, you know, at the Westchester Country Club, who's letting me play a round every time I give him a couple of those Cuban cigars?",8,S04E08,4
JERRY,Yeah.,8,S04E08,4
KRAMER,"(Angered) Yeah, well, I lost them all in the fire! (Leaning over the couch, he addresses George) Hey, George, maybe you can ask Susan's father for more, huh?",8,S04E08,4
GEORGE,"What are you, Crazy? I can't ask the guy for more cigars after you burned down his cabin!",8,S04E08,4
KRAMER,Why? What's one thing got to do with another?,8,S04E08,4
GEORGE,"Kramer, please.",8,S04E08,4
KRAMER,"Well, I can't go back to the public courses, now. I can't! I won't. I mean, you know what that's like? It's crowded, the grass has big brown patches in it, they don't rake the sand traps! Not to mention the caliber of people you have to play with!",8,S04E08,4
GEORGE,"Kramer, I can't help you. You're gonna have to get them some place else.",8,S04E08,4
KRAMER,(Opening the door) Where? They're Cubans. (Leaves),8,S04E08,4
GEORGE,(Getting up) You know what? Maybe I should take off.,8,S04E08,4
JERRY,What?!,8,S04E08,4
GEORGE,"Well, you know, I gotta go to, uh, Susan's parent's house for dinner.. and, you know, I want to shower first.. and I want to leave myself plenty of time.",8,S04E08,4
JERRY,(Looking at his watch) You got four hours! What about the script?,8,S04E08,4
GEORGE,I think we got a bite on it. (Exits),8,S04E08,4
[Setting,The Ross' house],8,S04E08,4
MRS. ROSS,"(To Mr. Ross) Doesn't George look like your sister, Sarah?",8,S04E08,4
MR. ROSS,(Gruff) A slight resemblance.,8,S04E08,4
MRS. ROSS,"(To George) Her son's a podiatrist, you know.",8,S04E08,4
GEORGE,"Ohh, I have tremendous respect for people who work with feet. I mean, to dedicate yourself to the foot - you're toiling in virtual anonymity. I mean..",8,S04E08,4
MR. ROSS,How are you enjoying those cigars I gave you?,8,S04E08,4
GEORGE,"Oh, uh, the cigars.. (Chuckles nervously) I'm, uh, suckin' 'em down. I'm puffing my brains out, yeah.",8,S04E08,4
MR. ROSS,You know those cigars are made special for Castro?,8,S04E08,4
GEORGE,(Impersonating Carson) I didn't not know that. Weird. Wild. (Susan and George both laugh),8,S04E08,4
MR. ROSS,What?,8,S04E08,4
SUSAN,"(Explaining) He's doing Johnny Carson, daddy.",8,S04E08,4
MR. ROSS,I didn't care much for his jokes.,8,S04E08,4
SUSAN,(To George) Daddy never laughs.,8,S04E08,4
GEORGE,"Oh, well, so what? Laughter - what is that? I mean, what is the point of opening your mouth and going ""Ha, ha!""? What is that? ""Ha, ha!""?",8,S04E08,4
